place,like,content,tag,date
리사르커피,855,"서울. 중구. 신당동에 위치한 #리사르커피 본점. since2013. 공방에서 부터 왕십리를 거쳐 지금의 자리^^ 스트라파짜토, 콘판나, 피에노. 이것저것 마셔봤는데 진하고 쌉쌀한 에스프렛소에 카카오가루를 뿌린 피에노가 젤 맛있었음. 부드러운 목넘김에 달달하고 고소한 뒷맛으로 또 한 잔을 다시 주문하게 되는 마법의 커피. 먹다보면 쌓여만 가는 잔. 맛있게 잘먹고 갑니다. 제 점수는요~ 5점만점에 4.5점 드릴게요~^^",['#리사르커피'],2021-11-28
하프커피 halff coffee,18,.시그니처 버터크림라떼랑신메뉴 흑임자크림라떼 시켰어요달다구리 넘내스타일흑임자완전 고소!!!.도넛류도 쿠키도 케이크도종류가많았어요.바스크치즈케이크위에가 크림브륄레처럼?밑에는 크럼블?느낌치즈케이크는 꾸덕꾸덕아주굳.제가 결제하고 메뉴바꿨는데직원분 너무친절했어요 넘좋아요또갈듯?!,[],2021-11-28
Camel cafe 청담,93,Camel🤎,[],2021-11-28
연남동,55,❄️❄️,[],2021-11-28
성수동,90,.,[],2021-11-28
카페 노티드 성수 - Cafe Knotted Seongsu,26,.서울핫한 도넛이제는 지점이 많이생겼는데도지나갈때보면 아직도 줄이길더라구요드디어 먹어봄.기본인 우유생크림도넛은 단맛이 좀덜한 기본우유맛?저는 단거좋아해서 바닐라크림이 제일좋았어요.왜이렇게 줄이 길지 싶어서 이번으로 끝해야지 싶다가도맛있긴 맛있어요 ㅠ,[],2021-11-28
"Seoul, Korea",22,.지코바랑 비슷한데우동사리 추가가 글케 맛있다는 숯불치킨드디어 먹어봤네요.숯불맛은 조금 약하지만 순살로시켜서 닭다리살이라 부드럽고양념 살짝 매콤?한가싶은 존맛이였어요ㅠㅠ.우동사리 조합 아주굳누가발견했을까요 이 조합ㅎㅎㅎ,[],2021-11-28
,15,"the more you chew, the more delicious it tastes 😋...We could create logos, illustrations, cards & many more.Don't hesitate to contact us for further inquires 💌",[],2021-11-28
잇텐고,29,.합정역 바질라멘맛집바질 좋아하는데 대체 무슨맛일까 궁금했어요.바질향이 엄청 진하지는 않아서무난히 먹을맛?한단어로 맛을 설명하기가 어렵네요.브레이크 타임 다와가서그런지웨이팅 진짜 엄청 오래했어요맛있는데 웨이팅이 너무오래걸려서그정도까지일까 싶었어요,[],2021-11-28
메쉬커피 Meshcoffee,285,📌#메쉬커피📍지번: 서울 성동구 성수동1가 685-307📍도로명: 서울 성동구 서울숲길 43✅공휴일 휴무✅평일 08:30 - 17:00✅토요일 10:00 - 18:00✅일요일 12:00 - 17:00@meshcoffee,['#메쉬커피📍지번:'],2021-05-23
안국역 레이어드,16,.스콘맛집 카페레이어드크림치즈인줄 알고 골랐는데갈릭이였음글을 제대로 안읽은 내잘못;.여긴 거의 디저트 뿌시러가는듯!스콘 맛별로 먹어보고 싶어요ㅠㅠ,[],2021-11-28
South Korea,39,네가 가장 좋아하는 음식 딸기 타르트❤️苺タルトならどんな時も食べれるし1番喜ぶし何個でもいけるし世界で1番好き,[],2021-11-28
수수밀소,46,엄마랑 잠시지만 예쁜카페에서 행복한 수다타임🥐🤎,[],2021-11-28
"Seoul, Korea",40,#카페추천 #카페스타그램 #연남동#연남동카페 #연남동카페추천 #연남동카페거리 #연남동카페투어 #서울카페#서울카페투어#케이크맛집 #맛집추천 #맛스타그램 #韓国カフェ#カフェ巡り#韓国留学#핫플레이스 #핫플 #한국유학#도쿄카페,"['#카페추천', '#카페스타그램', '#연남동', '#연남동카페', '#연남동카페추천', '#연남동카페거리', '#연남동카페투어', '#서울카페', '#서울카페투어', '#케이크맛집', '#맛집추천', '#맛스타그램', '#韓国カフェ', '#カフェ巡り', '#韓国留学', '#핫플레이스', '#핫플', '#한국유학', '#도쿄카페']",2021-11-28
칸다소바,17,.특이하게 메뉴를 미리주문하고그 영수증으로 웨이팅을해요직원분께 전달하면됩니다.저희는 한20분정도 기다렸느데시간대 잘못 맞추면 줄이 엄청 길더라구요.처음먹어보는 마제소바인데앞에 먹는법도 나와있고차가운음식이아니고 따뜻해요약간 고기베이스에 자작한 볶음우동느낌.먹고 직원분께 말하면밥 그릇에 떠준답니다배불렀지만 궁금해서 반만 먹기루.저는 입맛에 맞아서 아주 싹싹 남김없이먹었어요.한번쯤 드셔보시는거 추천,[],2021-11-28
카페 노버든,299,"#영등포구청카페 #노버든""크로플과 말차라떼 맛집""점심시간에 종종 가는 카페 💚말차라떼는 음료양도 많고 아이스크림도 세 스쿱이나 올라가서30분만에 먹기는 역부족 🤤크로플은 겉면이 설탕으로 코팅되어더 바삭하니 맛있는 것 같아요!앞으로 크로플 생각나면 노버든으로 ☺ㅡㅡ메뉴ㅡㅡ🥐 메이플크로플 (4.2)🍵 제주산말차라떼 (6.0)____________🕛 12:00 - 21:00____________#시응_서울 #시응_영등포","['#영등포구청카페', '#노버든""크로플과', '#시응_서울', '#시응_영등포']",2021-11-28
한남대교,26,.방이동 먹자골목에 핫한술집!.미나리 낙지전씹히는 식감이나 바삭한게 너무좋았어요양념장이랑 찰떡.사람진짜많았어요그래서인지 웨이팅 관리 잘안되고좀 정신없는 느낌.사장은 아닌데 총괄하시는분? 같아보였는데진짜 불친절했어요.화장실 어디있냐고물어보다가 중간에 친구랑 말하니까 말끊지말라고 하더라구요 잘못들은줄알고 아까 뭐라고 하셨냐니까 자기말하는데 중간에 말끊지말라고 다시한번말하고 별로중요한 얘기도 아니였고 저희가 들어오래서 들어간건데 물이든 메뉴판이든 아무것도 셋팅안해준 상태였고 물도안갔다줬어요? 하면서 사이다 서비스로 준다면서 주셨지만 또 컵도 되게 쾅놓더라고요 뭔말안했느데 설마사장님인가 해서 다른직원분께 물어봤는데 사장님은 아니라더라구요직원분 가시고나서 친구도 기분 상해하더라구요처음 들어가서부터 기분 상해서 음식 맛은있는데 다시오진 말아야지 싶었어요저는 21년11월6일에 방문했습니다..그냥 제방문 후기였어요,[],2021-11-28
바늘이야기 연희 직영점,62,"📍#바늘이야기 #연희동카페1층 : 뜨개질 실, 소품 등 판매2층 : 바늘 카페로 테라스 포함한 아늑하고 넓은 공간. 많은 분들이 뜨개질을 하기도 하고, 공부하기도 하는 조용한 카페📌서울 서대문구 연희로11가길 15⏱화-일 10:00~20:00🏷 매주 월요일 휴무 *영업시간은 변경될 수 있는니 방문 전 추가확인 추천#연희카페 #연희동데이트 #연희동카페추천 #연희동놀거리 #서울카페 #서울카페추천 #서울카페투어 #뜨개질그램 #바늘이야기연희점","['#바늘이야기', '#연희동카페1층', '#연희카페', '#연희동데이트', '#연희동카페추천', '#연희동놀거리', '#서울카페', '#서울카페추천', '#서울카페투어', '#뜨개질그램', '#바늘이야기연희점']",2021-11-28
Motown.Seoul,25,.오랜만에 잠실나들이/브런치겸 카페라서 음료 1인1주문 하셔야합니다.브런치도 맛있지만사장님이 넘친절하셨어요,[],2021-11-28
교동짬뽕,31,.근처에 생긴 교동짬뽕.기본교동짬뽕/순두부짬뽕밥.순두부가 더많을줄 알았지만아니라서 쪼끔 아쉽.간쎄보이지만 보기보단 안구래요적당히 맛있는느낌,[],2021-11-28
"Seoul, Korea",29,.편의점 팝콘 시리즈!!.이게 제일 달다구리하고영화관 팝콘처럼 알갱이가 몇개 씹혔어요.허니버터맛 보단 더달다구리한 설탕맛!.세븐일레븐에서 구매했어요,[],2021-11-28
"Seoul, Korea",22,.주변에 이마트24없어서얼마나 해맸는지.팝콘이 쫀맛입니당,[],2021-11-28
배스킨라빈스 안양관양점,23,.써리원데이 못참지🍦.세로로 담아달라고 귀찮게했는데이렇게 정성가득일줄이야.알바생여러분 감사합니다🙇🏻‍♀️,[],2021-11-28
더스팟패뷸러스,22,.명동성당 뷰 카페 가려다일요일 쉬는날이라 찾은카페.디저트 많아서넘좋았다.휘낭시에 맛있어요ㅠㅠ,[],2021-11-28
명동교자 본점,16,.유명한데 안 먹어본사람요기있네ㅎㅎㅎㅎㅎ.면은 내스타일 아니지만만두 완전 맛있음ㅠㅠㅠ.밥도 먹어야하는데 넘 배불러서 실패🥲,[],2021-11-28
스타벅스 안양운동장사거리 DT점,16,.캐모마일 릴렉서시즌메뉴 토피넛만 먹었는데다들추천해서 먹어봄.달다구리 평범한데?싶지만다먹고나니 계속생각나는 맛 ㅎㅎㅎ,[],2021-11-28
,81,조명 맛집이던데?,[],2021-11-28
,108,백설기 아님 무튼 아님,[],2021-11-28
,86,쵝오,[],2021-11-28
아키비스트-Cafearchivist,56,눈치게임 성공으로 대기없이 맛본 아인슈페너 맛집🧡,[],2021-11-28
itslitcoffee,83,[It's LIT!]안녕하세요.잇츠릿입니다.오늘은 무산소 민트 가향 원두 로스팅을 했습니다.부드럽게 처음에 들어와서후미에 후라보노 껌을 씹는 듯한 느낌의독특한 커피입니다.잇츠릿과 그리고 내일부터 망원동 @portrait_coffeebar 에서 즐길 수 있습니다.소량만 남았습니다!...#잇츠릿 #잇츠릿커피 #itslit #itslitcoffee,"['#잇츠릿', '#잇츠릿커피', '#itslit', '#itslitcoffee']",2021-11-28
,19,-고급스러워☺️@_h_jiwon2 @_nailnb @k.bboya 이제 집처럼 편한 네일앤비🤍,[],2021-11-28
itslitcoffee,98,[It's LIT!]안녕하세요.잇츠릿입니다.기분 좋은 일요일입니다.오늘은 어제보다 날씨가 포근한 느낌이네요.연희동 나들이하면서 한번씩 편하게 놀러오시면 좋겠습니다!오늘도 잇츠릿은 활짝 열려있습니다.🙇‍♂️...#잇츠릿 #잇츠릿커피 #itslit #itslitcoffee,"['#잇츠릿', '#잇츠릿커피', '#itslit', '#itslitcoffee']",2021-11-28
카페 스윗리버,507,안녕하세요 스윗리버입니다😊.오늘부터 준비되는 [딸기프레지에] 에요🌼피스타치오와 크레페조각으로바삭한 식감의 크런치 시트와은은하게 카라멜향이 퍼지는 크렘디플로마에상콤달콤한 딸기가 잘 어울리는 디저트 입니다🍓.11/28 라인업딸기프레이제딸기케이크빅토리아케이크계절롤케이크 과일추가=딸기레몬얼그레이쿠키,[],2021-11-28
,323,.주말은 여유있게 카페투어~🤗.오랜만에 익선동에 왔으니등선재 발도장 꾹 !!🤭.요즘 날씨랑도 너무 잘어울리는조용한 한옥카페 느낌이라센치하면서 갬성까지 챙길 수 있어너무 좋네~👍👍.커피와 디저트도 너무 맛있고~)분위기도 좋아서 힐링하기 찐인듯~🙂.밤이되면 나무정원에 은은한 조명이 함께하니 분위기가 한층 업업 !!역시 괜히 핫플이 아니지~😘🥰.@deungseonjae.#등선재 #익선동카페 #한옥카페 #서울카페투어 #익선동 #익선동맛집 #종로3가 #종로3가카페 #카페투어 #카페스타그램 #익선동데이트 #익선동핫플 #카페데이트,"['#등선재', '#익선동카페', '#한옥카페', '#서울카페투어', '#익선동', '#익선동맛집', '#종로3가', '#종로3가카페', '#카페투어', '#카페스타그램', '#익선동데이트', '#익선동핫플', '#카페데이트']",2021-11-28
베티버,757,"흑임자크림이 진짜 존맛,, 진짜 이 크림이 다 했다,,🖤 흑임자 잘못하면 종종 느끼하게 느껴질 때가 있는데, 이건 느끼한맛도 없고 딱 맛있고 달달하고 꼬수운 크림!! 이 크림이 많이 먹고싶어서 커피 안좋아하지만 흑임자라떼를 먹을걸 생각했다,,😵‍💫.흑임자크림이 더 많이 들어가면 더 행복했을 것 같다🌚 매장에 사람이 많아서 포장해서 먹었지만, 다음엔 매장에서 여유롭게 크로플과 함께 먹고싶..😌.여기 위치가 카페가 많은 거리랑 좀 동떨어져있어서 애매한데.. 근처에 새들러가 있어서, 새들러랑 묶어서 가기에 좋을 것 같다..정보 위치 의견주신게 생각보다 막상막하라서 이렇게도 해보고 저렇게도 해보고,, 해보려구요😬 다들 의견 주셔서 넘 감사합니다❤️‍🔥-#베티버 흑임자오레오아이스크림🍦⚫️(₩5500)-#빵라잎_성수 #빵라잎_흑임자-#성수동카페 #흑임자맛집 #흑임자아이스크림","['#베티버', '#빵라잎_성수', '#빵라잎_흑임자-', '#성수동카페', '#흑임자맛집', '#흑임자아이스크림']",2021-11-28
옐로우버터드림,53,*오늘의 라인업* 과일 파블로바 말차 콩크림 갸또 구좌 당근케이크블루베리 치즈케이크 레몬치즈케이크딸기요거트카라멜 스콘 앙버터 스콘피칸 쇼콜라 쿠키 커스터드 크러핀 뺑오쇼콜라 래밍턴ㆍㆍㆍㆍㆍㆍㆍㆍㆍ,[],2021-11-28
Vision Stroll 비전스트롤,34,☕️,[],2021-11-28
"Busan, South Korea",20,반짝반짝🎄✨,[],2021-11-28
랑데자뷰대학로,146,혜화에도 있었넹----#랑데자뷰,['#랑데자뷰'],2021-11-28
"Busan, South Korea",32,-사무실 일이 생겨 급하게 손에 잡히는거 막 걸치고 나왔는데 늠 괜찮다✨#페이크퍼,['#페이크퍼'],2021-11-28
,38,🥯연차쓰고 다녀온 런던☕️평일에도 1시간 웨이팅은 기본🤣베이글 6개 포장해 온 나 칭찬해👏🏻,[],2021-11-28
,332,오호홍~~~ 특별한 이색 데이트를 찾으시나용?여기 종로3가 카페 이투이로 모이세용ㅋㅋ 💗숨어있는 비밀장소! 🔥종로3간 안쪽 골목에서도 꽁꽁 숨겨진 힙스터들의 성지랍니당!~😘디저트도 커피도 넘나 맛있구용~여기 오면 그냥 힐링이 되는듯! :)@cafe_etoe #이투이 #커피페어링 #종로3가카페 #서울카페투어#서울이색데이트 #힙스터카페 #카페이투이 #이투이카페 #etoe #을지로카페 #서울카페추천 #종로카페 #서울가볼만한곳 #서울이색카페 #카페스타그램,"['#이투이', '#커피페어링', '#종로3가카페', '#서울카페투어', '#서울이색데이트', '#힙스터카페', '#카페이투이', '#이투이카페', '#etoe', '#을지로카페', '#서울카페추천', '#종로카페', '#서울가볼만한곳', '#서울이색카페', '#카페스타그램']",2021-11-28
디언타이틀드카페,22,경복궁역 근처 한적한 골목의언덕 위에 자리잡은 #디언타이틀드보이드.전시회 보고 슬슬 걸어서 다녀오기 좋은 카페 🧡루프탑과 야외테라스가 있어서날씨 좋은 날 여유 즐기기 좋은 곳☕️특히 루프탑에는 비치체어도 놓여 있어서도심 속 휴식 느낌 제대로! ⛱..✔️#지슐랭가이드✔️서촌 디언타이틀드카페..#지슐랭가이드_서촌#TheUntitledVoid,"['#디언타이틀드보이드.전시회', '#지슐랭가이드✔️서촌', '#지슐랭가이드_서촌', '#TheUntitledVoid']",2021-11-28
